Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (credited),Curricular units 1st sem (evaluations),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,5,9773,1,1,118.0,1,38,19,9,113.8,1,0,0,1,0,0,19,0,7,12.333333333333334,0,0,8.9,1.4,3.51,0
1,17,2,9556,1,1,122.0,1,19,38,4,118.3,1,0,0,1,0,1,19,0,7,11.971428571428572,0,0,15.5,2.8,-4.06,0
1,1,1,9147,1,1,116.0,1,19,19,5,127.9,0,0,1,0,0,1,20,0,12,13.0,1,0,9.4,-0.8,-3.12,1
1,17,5,9500,1,1,137.0,1,1,1,5,131.1,1,0,0,1,0,0,18,0,9,12.385714285714286,0,0,13.9,-0.3,0.79,0
1,17,4,9085,1,1,128.0,1,38,37,4,117.9,1,0,0,1,0,0,20,0,12,13.5,0,1,10.8,1.4,1.74,0
1,17,1,9238,1,1,123.0,1,1,1,9,115.7,1,0,0,1,0,0,21,0,8,12.166666666666666,0,0,11.1,0.6,2.02,0
1,1,2,171,1,1,133.1,1,3,1,2,141.0,1,0,0,1,0,0,19,0,0,0.0,0,0,12.7,3.7,-1.7,0
2,39,1,8014,0,12,110.0,1,37,37,7,120.0,0,0,0,1,0,0,23,0,6,11.666666666666666,0,0,10.8,1.4,1.74,0
1,17,1,9130,1,1,143.0,1,3,3,2,131.8,1,0,1,0,0,0,18,0,9,12.4,0,0,8.9,1.4,3.51,0
1,1,1,9070,1,1,150.0,1,37,37,9,131.1,0,0,0,1,0,1,19,0,7,13.4,0,0,15.5,2.8,-4.06,0
1,1,6,9254,1,1,129.0,1,38,19,9,117.8,1,0,0,1,0,0,18,0,11,12.0,0,0,8.9,1.4,3.51,0
1,10,1,9085,1,1,140.0,1,19,19,4,140.0,1,0,0,1,0,0,21,0,6,14.2,0,0,10.8,1.4,1.74,0
1,1,1,9238,1,1,133.1,1,38,37,5,108.0,0,0,0,1,0,1,20,0,8,12.125,0,0,16.2,0.3,-0.92,0
1,1,1,9853,1,1,132.0,1,1,19,3,122.9,1,0,0,1,0,0,20,0,7,13.857142857142858,0,0,11.1,0.6,2.02,0
1,44,1,9085,1,39,130.0,1,3,1,2,130.0,1,0,0,1,0,0,21,1,13,11.75,0,0,12.4,0.5,1.79,0
1,1,4,9500,1,1,137.0,1,38,37,7,126.0,1,0,0,1,0,0,19,0,9,14.283333333333337,0,0,15.5,2.8,-4.06,0
1,42,1,9238,1,1,133.1,1,1,19,4,134.0,0,0,0,1,0,0,21,10,21,13.272727272727272,0,0,7.6,2.6,0.32,0
1,1,1,9070,1,1,143.0,1,38,19,9,134.3,1,1,0,1,0,0,19,0,6,14.666666666666666,0,0,8.9,1.4,3.51,0
1,1,1,9500,1,1,148.0,1,19,19,9,138.7,0,0,0,1,0,1,19,0,10,15.114999999999998,0,0,15.5,2.8,-4.06,0
1,17,2,171,1,1,137.0,1,1,1,4,143.3,1,0,0,1,0,0,18,0,0,0.0,0,0,9.4,-0.8,-3.12,0
1,44,1,9085,1,39,160.0,1,37,19,9,126.978119,1,0,0,1,0,0,22,1,13,15.0,0,0,16.2,0.3,-0.92,0
1,1,2,9853,1,1,112.0,1,3,1,3,111.0,0,0,0,1,0,0,21,0,8,13.2,0,0,9.4,-0.8,-3.12,0
1,17,4,9254,1,1,133.0,1,37,37,5,128.5,1,0,0,1,0,1,18,0,14,11.0,0,0,7.6,2.6,0.32,1
1,1,4,9500,1,1,142.0,1,1,3,1,133.0,0,0,0,1,0,1,20,0,8,14.565714285714288,0,0,10.8,1.4,1.74,0
1,17,2,9670,1,1,123.0,1,34,37,0,114.6,1,0,1,0,0,0,18,0,8,12.0,0,0,7.6,2.6,0.32,1
1,17,1,9238,1,1,103.0,1,19,37,7,104.1,0,0,0,1,0,0,20,0,6,0.0,0,0,8.9,1.4,3.51,1
1,17,4,9500,1,1,140.0,1,1,1,3,127.6,1,0,0,1,0,0,23,0,7,13.796666666666669,0,0,12.4,0.5,1.79,0
1,1,2,9773,1,1,159.0,1,1,1,3,151.0,1,0,0,1,0,0,18,0,6,14.833333333333334,0,0,12.7,3.7,-1.7,0
1,44,1,9238,1,39,140.0,1,1,1,9,135.7,1,0,0,1,0,0,20,3,6,12.833333333333334,0,0,12.4,0.5,1.79,0
1,17,1,9500,1,1,148.0,1,38,37,5,137.8,1,0,0,1,0,1,18,0,8,14.962857142857144,0,0,10.8,1.4,1.74,0
1,1,6,9147,1,1,112.0,1,38,38,9,117.3,1,0,0,1,0,0,20,0,8,12.0,0,0,11.1,0.6,2.02,0
1,18,2,9500,1,1,131.0,1,1,3,3,121.2,1,0,0,1,0,0,18,0,8,12.4,0,0,16.2,0.3,-0.92,0
1,17,1,9670,1,1,145.0,1,3,3,2,129.3,1,0,0,1,0,0,20,0,7,15.571428571428571,0,0,16.2,0.3,-0.92,0
1,1,5,9500,1,1,133.1,1,1,1,5,123.0,1,0,0,1,0,0,19,0,8,13.714285714285714,0,0,12.7,3.7,-1.7,0
1,44,1,9085,1,39,140.0,1,1,19,4,140.0,0,0,0,1,0,0,21,2,9,13.142857142857142,0,0,13.9,-0.3,0.79,0
2,7,1,9070,1,1,140.0,1,37,1,9,140.0,0,0,0,1,0,0,23,0,7,15.0,0,0,11.1,0.6,2.02,0
1,1,1,9085,1,1,150.0,1,12,2,4,144.6,0,0,1,0,0,0,24,0,6,13.0,0,0,7.6,2.6,0.32,1
1,43,1,9238,1,1,120.0,1,1,38,4,118.3,0,0,0,1,0,1,20,8,12,12.0,0,0,13.9,-0.3,0.79,0
1,1,1,171,1,1,156.0,1,19,38,9,153.6,1,0,0,1,0,0,18,0,0,0.0,0,0,9.4,-0.8,-3.12,0
1,1,4,9070,1,1,132.0,1,1,1,7,126.978119,1,0,0,1,0,0,18,0,6,15.166666666666666,0,0,15.5,2.8,-4.06,0
1,43,1,8014,0,6,133.1,1,34,34,0,100.0,0,0,1,1,0,0,29,1,9,12.0,0,0,7.6,2.6,0.32,1
1,17,1,9500,1,1,147.0,1,1,1,5,134.9,0,1,0,1,0,0,18,0,7,13.642857142857142,0,0,16.2,0.3,-0.92,0
1,1,3,9773,1,1,129.0,1,38,37,5,142.0,1,0,0,1,0,0,19,0,8,12.666666666666666,0,0,9.4,-0.8,-3.12,0
1,17,1,171,1,1,136.0,1,38,38,7,127.3,1,0,0,1,0,0,19,0,0,0.0,0,0,15.5,2.8,-4.06,1
1,17,1,9238,1,1,128.0,1,19,19,5,116.5,0,0,0,1,0,1,18,0,8,10.8,0,0,12.4,0.5,1.79,0
1,43,1,9500,1,1,140.0,1,19,19,7,138.6,0,0,0,1,0,1,19,0,9,14.25,0,0,16.2,0.3,-0.92,0
1,42,1,9853,1,1,141.0,1,37,19,9,133.0,0,0,0,1,0,0,20,6,22,12.153846153846152,0,0,10.8,1.4,1.74,1
1,17,2,9238,1,1,133.0,1,2,1,3,136.2,1,0,0,1,0,0,19,0,14,11.5,0,0,7.6,2.6,0.32,0
1,17,1,9254,1,1,125.0,1,19,19,7,118.0,1,0,0,1,0,1,19,0,10,12.25,0,0,9.4,-0.8,-3.12,0
1,1,1,9070,1,1,124.0,1,19,37,4,126.8,0,0,0,1,0,1,18,1,8,12.0,1,0,13.9,-0.3,0.79,0
1,1,6,9500,1,1,140.0,1,19,38,5,128.5,1,0,0,1,0,1,18,0,8,13.40375,0,0,9.4,-0.8,-3.12,0
1,17,1,9254,1,1,140.0,1,3,1,2,129.9,0,0,0,1,0,1,19,0,15,11.333333333333334,0,0,9.4,-0.8,-3.12,0
1,17,4,9773,1,1,137.0,1,1,1,5,125.8,0,0,1,1,1,0,20,0,7,12.2,0,0,12.7,3.7,-1.7,1
1,17,1,171,1,1,144.0,1,37,37,9,129.3,1,0,0,1,1,1,18,0,0,0.0,0,0,7.6,2.6,0.32,0
1,1,6,9500,1,1,138.0,1,4,19,2,124.7,1,0,0,1,1,0,18,0,0,0.0,0,0,16.2,0.3,-0.92,1
1,39,1,9003,1,1,130.0,1,3,1,2,154.9,0,0,1,0,1,0,23,0,8,16.166666666666668,0,0,8.9,1.4,3.51,1
1,17,1,9119,1,1,142.0,1,19,38,9,127.3,0,0,0,1,1,0,18,0,10,11.0,0,1,16.2,0.3,-0.92,0
1,1,1,171,1,1,136.0,1,37,19,5,129.0,1,0,0,1,1,1,19,0,0,0.0,0,0,13.9,-0.3,0.79,0
1,1,2,9773,1,1,133.1,1,38,19,4,98.0,1,0,0,1,1,1,19,0,8,12.0,0,0,15.5,2.8,-4.06,0
1,17,2,9147,1,1,130.0,1,1,38,5,122.0,1,0,0,1,1,0,20,0,8,10.5,0,0,10.8,1.4,1.74,0
1,43,1,9070,1,1,117.0,1,1,1,4,112.5,1,0,0,1,1,0,19,3,7,11.666666666666666,0,0,13.9,-0.3,0.79,0
1,1,3,9147,1,1,136.0,1,38,38,9,127.3,1,0,0,1,1,0,19,0,8,11.0,0,0,12.7,3.7,-1.7,1
1,39,2,9556,1,1,133.1,1,1,1,9,100.5,0,0,0,1,1,0,24,0,18,0.0,0,1,11.1,0.6,2.02,1
1,39,1,8014,0,1,140.0,1,37,37,9,122.0,1,0,1,0,1,0,29,0,11,12.5,0,0,12.4,0.5,1.79,1
1,39,1,9500,1,1,150.0,1,38,3,9,140.0,0,0,0,1,1,0,24,0,11,11.294444444444444,0,0,15.5,2.8,-4.06,0
1,17,2,9254,1,1,121.0,1,19,38,6,116.1,1,0,0,1,1,0,19,0,8,11.2,0,0,15.5,2.8,-4.06,0
2,7,1,171,1,3,120.0,1,19,19,9,130.0,1,0,0,1,1,0,23,0,0,0.0,0,0,7.6,2.6,0.32,1
1,5,2,9070,1,1,143.0,1,1,1,4,146.2,1,0,0,1,1,0,18,0,7,13.2,0,0,16.2,0.3,-0.92,0
1,44,1,9119,1,39,132.0,1,1,1,9,126.978119,0,0,0,1,1,1,20,3,12,14.142857142857142,0,0,12.4,0.5,1.79,0
1,1,5,9147,1,1,132.0,1,39,39,3,127.8,1,0,0,0,1,0,18,0,0,0.0,0,0,11.1,0.6,2.02,1
1,43,1,9147,1,1,130.0,1,37,19,9,130.8,0,0,0,1,1,0,22,0,5,0.0,0,2,16.2,0.3,-0.92,0
1,17,2,9147,1,1,133.1,1,38,38,4,109.0,1,0,0,1,1,1,22,0,7,12.333333333333334,0,0,10.8,1.4,1.74,0
1,1,5,9773,1,1,131.0,1,1,38,9,132.4,1,0,1,0,1,0,18,0,6,0.0,0,0,11.1,0.6,2.02,1
1,1,3,9500,1,1,149.0,1,1,1,4,129.3,1,0,0,1,1,0,18,0,8,13.1,0,0,12.7,3.7,-1.7,0
1,1,1,9070,1,1,124.0,1,37,37,9,125.4,1,0,0,1,1,0,19,0,6,13.5,0,0,9.4,-0.8,-3.12,0
1,1,1,9119,1,1,126.0,1,38,19,5,130.2,0,0,0,1,1,0,19,0,7,10.2,0,0,10.8,1.4,1.74,0
1,1,1,9238,1,1,140.0,1,19,38,9,132.0,0,0,0,1,1,0,19,0,10,11.571428571428571,0,0,16.2,0.3,-0.92,1
1,44,1,9003,1,39,132.0,1,19,19,9,126.978119,1,0,1,1,1,0,21,0,7,15.285714285714286,0,0,12.4,0.5,1.79,0
1,1,2,9773,1,1,133.0,1,3,1,2,130.2,0,0,0,1,1,0,19,0,9,12.6,0,1,8.9,1.4,3.51,0
1,18,2,9556,1,1,126.0,1,3,3,2,115.5,0,0,0,1,1,0,18,0,11,13.433333333333332,0,0,8.9,1.4,3.51,0
1,16,2,9147,1,1,129.0,1,19,19,4,127.6,1,0,0,1,1,0,19,0,8,11.6,0,0,10.8,1.4,1.74,1
1,7,1,9773,1,1,140.0,1,19,1,4,140.0,0,0,0,1,1,0,25,0,6,14.666666666666666,0,0,11.1,0.6,2.02,0
1,1,1,9070,1,1,130.0,1,37,1,9,120.2,1,0,0,1,1,0,22,0,9,14.666666666666666,0,0,12.7,3.7,-1.7,0
1,39,1,9500,1,1,130.0,1,1,1,4,150.0,0,0,0,1,1,0,24,0,8,12.742857142857144,0,0,12.7,3.7,-1.7,0
1,1,2,9500,1,1,132.0,1,1,3,5,100.0,1,0,0,1,1,0,19,0,9,11.975,0,0,13.9,-0.3,0.79,0
1,43,1,9119,1,1,146.0,1,3,1,2,100.0,0,0,0,1,1,0,18,0,9,12.25,0,0,13.9,-0.3,0.79,0
1,17,1,171,1,1,129.0,1,38,37,4,128.0,0,0,0,0,1,0,20,0,0,0.0,0,0,9.4,-0.8,-3.12,1
1,1,2,9500,1,1,132.0,1,19,19,9,128.0,1,0,0,1,1,1,19,0,8,14.935714285714283,0,0,10.8,1.4,1.74,0
1,43,3,9254,1,1,110.0,1,37,37,9,107.2,1,0,0,1,1,0,19,1,16,10.5,0,0,7.6,2.6,0.32,1
1,1,1,9670,1,1,116.0,1,3,3,3,110.1,1,0,0,1,1,0,19,0,9,13.333333333333334,0,0,12.4,0.5,1.79,0
1,43,1,9003,1,1,119.0,1,37,37,9,119.0,0,0,1,1,1,0,23,0,6,0.0,0,0,15.5,2.8,-4.06,1
2,39,1,9773,1,1,120.0,1,37,38,9,126.978119,0,0,0,1,1,0,23,0,12,13.8,0,0,12.7,3.7,-1.7,1
1,1,1,9070,1,1,117.0,1,1,1,3,118.4,0,0,0,1,1,0,19,0,6,11.833333333333334,0,2,16.2,0.3,-0.92,0
1,1,4,171,1,1,137.0,1,1,38,4,141.2,1,0,0,1,1,0,19,0,0,0.0,0,0,11.1,0.6,2.02,0
1,1,1,171,1,1,124.0,1,3,3,2,119.1,1,0,0,1,1,0,18,0,0,0.0,0,0,16.2,0.3,-0.92,1
1,43,1,9147,1,1,151.0,1,1,3,1,111.0,0,0,0,1,1,0,28,0,9,10.0,0,0,15.5,2.8,-4.06,1
1,43,1,9254,1,6,138.6,1,34,34,0,138.6,1,0,0,1,1,0,20,0,10,11.5,0,0,7.6,2.6,0.32,1
1,17,2,9254,1,1,118.0,1,19,19,5,121.2,0,0,0,1,1,1,18,0,12,10.666666666666666,0,0,15.5,2.8,-4.06,0
1,1,1,171,1,1,136.0,1,19,19,4,150.4,1,0,0,1,1,1,21,0,0,0.0,0,0,12.4,0.5,1.79,0
1,1,1,9254,1,1,123.0,1,38,19,9,117.8,0,0,0,1,1,0,19,0,10,12.75,0,0,10.8,1.4,1.74,0
1,39,1,9254,1,19,133.1,1,38,37,4,102.5,0,0,1,0,1,0,24,0,7,0.0,0,0,16.2,0.3,-0.92,1
1,39,1,9130,1,1,130.0,1,19,1,191,110.0,0,0,0,1,1,0,24,0,11,11.333333333333334,0,0,16.2,0.3,-0.92,0
1,39,1,9085,1,12,133.1,1,38,19,9,138.3,1,0,1,0,1,0,25,0,6,0.0,0,0,8.9,1.4,3.51,0
1,39,1,9254,1,1,150.0,1,3,1,3,122.3,0,0,0,1,1,0,28,0,10,13.0,0,0,13.9,-0.3,0.79,0
2,39,1,9991,0,1,130.0,1,37,37,9,127.8,0,0,0,1,1,0,23,0,7,10.75,0,0,7.6,2.6,0.32,0
1,43,1,9119,1,1,128.0,1,1,38,4,100.0,0,0,0,1,1,0,19,0,8,12.0,0,0,13.9,-0.3,0.79,0
1,17,4,9500,1,1,133.0,1,38,37,5,126.4,1,0,0,1,1,1,18,0,7,13.462857142857144,0,0,11.1,0.6,2.02,0
1,39,1,9254,1,19,133.1,1,37,37,90,100.0,0,0,0,1,1,0,23,0,13,10.0,0,0,7.6,2.6,0.32,1
1,17,4,9238,1,1,129.0,1,37,37,9,117.1,1,0,0,1,1,0,21,0,6,12.333333333333334,0,0,8.9,1.4,3.51,0
1,17,1,9500,1,1,128.0,1,1,1,4,124.7,0,0,0,1,1,1,19,0,11,12.528571428571428,0,0,15.5,2.8,-4.06,0
1,43,2,9500,1,1,136.0,1,19,1,9,124.1,0,0,0,1,1,1,21,0,8,0.0,8,8,9.4,-0.8,-3.12,0
1,44,1,9119,1,1,130.0,1,37,12,9,129.4,1,0,1,0,1,0,23,0,6,0.0,0,0,13.9,-0.3,0.79,1
1,1,1,9130,1,1,141.0,1,1,1,4,138.9,1,0,0,1,1,0,18,0,5,13.6,0,1,10.8,1.4,1.74,0
1,44,1,9238,1,39,140.0,1,1,1,4,138.6,0,0,0,1,1,0,22,3,7,12.333333333333334,0,0,13.9,-0.3,0.79,1
1,16,1,171,1,1,122.0,1,19,37,9,133.9,1,0,0,1,1,0,25,9,16,11.454545454545457,0,0,12.4,0.5,1.79,1
1,7,1,9085,1,40,140.0,1,5,3,2,140.0,0,0,1,1,1,0,27,8,13,13.5,2,0,11.1,0.6,2.02,1
1,39,1,9119,1,12,133.1,1,34,34,0,126.978119,0,0,0,0,1,0,23,0,5,0.0,0,0,10.8,1.4,1.74,1
1,39,1,9991,0,1,120.0,1,19,37,5,128.2,0,0,0,0,1,0,23,0,5,11.0,0,0,12.7,3.7,-1.7,1
1,39,1,9254,1,1,133.1,1,37,37,9,121.5,0,0,0,1,1,0,23,0,9,13.714285714285714,0,0,16.2,0.3,-0.92,1
1,7,1,9500,1,40,120.0,1,38,37,5,120.0,1,0,1,0,1,0,25,18,26,12.363636363636363,0,1,11.1,0.6,2.02,1
1,44,1,9003,1,39,130.0,1,5,3,2,130.0,0,0,0,1,1,0,20,1,13,10.666666666666666,0,0,15.5,2.8,-4.06,0
1,7,1,9070,1,3,120.0,1,4,4,2,120.0,0,0,0,1,1,0,28,0,9,12.0,0,0,12.7,3.7,-1.7,1
2,39,1,8014,0,19,133.1,1,37,37,9,107.0,0,0,0,1,1,0,23,1,7,12.857142857142858,0,0,12.7,3.7,-1.7,0
1,1,2,9670,1,1,122.0,1,1,19,4,116.1,0,0,0,1,1,1,19,0,10,13.125,0,0,11.1,0.6,2.02,0
1,43,1,9147,1,1,123.0,1,1,1,4,114.4,0,0,0,1,1,0,22,0,6,0.0,0,0,15.5,2.8,-4.06,1
1,1,1,9254,1,1,132.0,1,2,1,2,126.978119,0,0,0,1,1,0,23,0,13,13.5,0,0,15.5,2.8,-4.06,1
1,39,1,9003,1,1,130.0,1,38,38,9,150.0,0,0,1,0,1,0,28,5,14,15.090909090909092,0,0,11.1,0.6,2.02,1
1,1,1,9853,1,1,110.0,1,37,37,9,114.3,1,0,0,1,1,0,23,0,9,12.4,0,0,7.6,2.6,0.32,0
1,18,1,9085,1,1,106.0,1,1,19,3,104.6,0,0,0,0,1,0,21,0,10,14.0,0,0,11.1,0.6,2.02,0
1,7,1,9003,1,3,140.0,1,39,39,9,140.0,0,0,0,1,1,0,23,2,8,13.5,0,0,15.5,2.8,-4.06,1
1,1,4,9147,1,1,108.0,1,3,1,3,109.1,1,0,0,1,1,0,19,0,5,0.0,0,0,12.4,0.5,1.79,1
1,43,1,9500,1,1,120.0,1,3,4,2,120.6,0,0,0,1,1,0,18,0,12,12.65,0,0,16.2,0.3,-0.92,1
2,39,1,9991,0,1,132.0,1,37,37,1,126.978119,0,0,0,1,1,0,23,0,7,0.0,0,0,16.2,0.3,-0.92,1
2,7,1,9991,0,3,140.0,1,34,34,99,140.0,1,0,0,0,1,0,23,0,5,0.0,0,0,7.6,2.6,0.32,1
1,17,2,9070,1,1,133.1,1,37,38,9,126.978119,1,0,0,1,1,1,23,0,8,13.333333333333334,0,0,9.4,-0.8,-3.12,0
2,39,1,9991,0,19,133.1,1,37,1,5,138.3,0,0,0,1,1,0,23,0,9,11.333333333333334,0,0,13.9,-0.3,0.79,1
2,1,4,8014,0,1,140.0,1,34,34,0,128.0,1,0,0,1,1,0,23,0,0,0.0,0,0,9.4,-0.8,-3.12,1
2,39,1,171,1,19,132.0,1,37,37,9,139.0,0,0,0,1,1,0,23,0,0,0.0,0,0,10.8,1.4,1.74,1
1,1,2,9991,0,1,123.0,1,1,3,4,113.2,0,0,0,0,1,0,22,0,7,11.666666666666666,0,2,7.6,2.6,0.32,1
2,39,1,8014,0,19,133.1,1,37,37,6,139.0,0,0,0,1,1,0,23,0,8,12.166666666666666,0,0,12.4,0.5,1.79,0
1,51,1,9773,1,1,135.0,1,1,42,5,110.0,1,0,0,1,1,0,23,0,7,13.333333333333334,0,0,11.1,0.6,2.02,0
1,1,1,9070,1,1,132.0,1,1,1,4,136.6,1,0,0,1,1,0,19,0,7,11.4,0,3,7.6,2.6,0.32,0
2,43,1,8014,0,1,120.0,1,37,37,5,126.978119,0,0,0,1,1,0,23,0,9,12.142857142857142,0,0,16.2,0.3,-0.92,1
1,43,1,9003,1,1,130.0,1,1,2,4,130.0,0,0,0,1,1,0,28,9,36,13.058823529411764,1,0,15.5,2.8,-4.06,0
1,44,1,9003,1,39,140.0,1,1,38,9,140.0,0,0,0,1,1,0,21,0,13,11.75,0,0,15.5,2.8,-4.06,0
1,1,1,9254,1,1,133.1,1,38,1,9,121.0,0,0,1,0,1,0,21,0,9,11.833333333333334,0,0,8.9,1.4,3.51,1
1,43,1,9238,1,39,120.0,1,2,1,1,118.6,0,0,0,1,1,0,21,9,14,12.4,0,0,13.9,-0.3,0.79,0
1,1,1,9070,1,1,140.0,1,19,38,4,138.3,0,0,0,1,1,0,20,1,8,13.428571428571429,1,0,13.9,-0.3,0.79,0
2,42,1,9147,1,1,133.1,1,37,37,9,115.8,0,0,0,0,1,0,23,0,5,0.0,0,0,10.8,1.4,1.74,1
1,39,1,9991,0,1,120.0,1,19,37,6,126.978119,0,0,0,1,1,0,23,0,5,11.0,0,0,15.5,2.8,-4.06,0
1,17,1,9254,1,1,125.0,1,1,1,3,114.5,0,0,0,1,1,1,22,0,8,13.625,0,0,11.1,0.6,2.02,0
1,42,1,9119,1,1,136.0,1,1,37,5,117.5,0,0,0,1,1,0,19,2,6,11.8,0,0,15.5,2.8,-4.06,0
1,39,1,9991,0,1,133.1,1,3,38,2,121.7,0,0,0,1,1,0,23,0,5,0.0,0,0,13.9,-0.3,0.79,1
1,42,1,9119,1,1,120.0,1,5,5,2,115.0,0,0,0,1,1,0,23,1,9,15.0,0,0,15.5,2.8,-4.06,1
1,1,1,9238,1,1,127.0,1,37,37,5,125.3,0,0,0,1,1,0,19,0,9,10.8,0,0,7.6,2.6,0.32,0
1,18,1,9147,1,1,131.0,1,34,34,90,131.0,0,0,0,1,1,0,22,0,11,13.666666666666666,0,0,9.4,-0.8,-3.12,1
1,1,1,9773,1,1,127.0,1,19,37,9,126.3,0,0,0,1,1,0,19,0,8,12.833333333333334,0,0,15.5,2.8,-4.06,0
1,17,1,171,1,1,132.0,1,1,37,4,127.1,0,0,0,0,1,0,21,0,0,0.0,0,0,7.6,2.6,0.32,1
1,17,3,9670,1,1,137.0,1,1,38,4,138.4,0,0,0,1,1,0,19,0,8,15.125,0,0,11.1,0.6,2.02,0
1,43,2,9147,1,1,126.0,1,1,19,3,100.0,1,0,0,1,1,0,22,0,11,0.0,0,1,16.2,0.3,-0.92,1
1,1,1,9238,1,1,136.0,1,4,5,2,126.2,0,0,0,1,1,0,22,0,10,11.4,0,0,10.8,1.4,1.74,0
1,1,1,9238,1,1,124.0,1,1,1,4,118.8,0,0,0,1,1,0,19,0,12,12.25,0,0,9.4,-0.8,-3.12,0
1,39,1,9254,1,39,137.0,1,1,1,5,124.5,0,0,0,0,1,0,26,0,0,0.0,0,0,16.2,0.3,-0.92,1
1,44,1,9119,1,39,140.0,1,5,41,3,140.0,0,0,0,1,1,0,23,3,12,14.0,0,0,12.4,0.5,1.79,0
1,17,1,9070,1,1,131.0,1,19,19,7,125.1,0,0,0,1,1,0,18,0,7,12.333333333333334,0,4,16.2,0.3,-0.92,0
1,1,1,9147,1,1,130.0,1,37,37,9,118.8,0,0,1,1,1,1,22,0,8,10.666666666666666,0,0,15.5,2.8,-4.06,0
1,18,5,9119,1,1,136.0,1,3,2,2,125.2,1,0,0,1,1,0,19,0,9,11.833333333333334,0,0,12.4,0.5,1.79,0
1,17,1,9147,1,1,133.1,1,1,19,4,126.978119,0,0,0,1,1,0,20,0,14,0.0,0,0,11.1,0.6,2.02,1
1,1,3,9070,1,1,110.0,1,37,37,9,107.6,1,0,0,1,1,1,22,0,6,11.666666666666666,0,0,7.6,2.6,0.32,0
1,7,1,9130,1,3,140.0,1,2,38,2,140.0,1,0,0,0,1,0,18,2,7,13.0,0,0,12.7,3.7,-1.7,1
4,43,2,9991,0,38,133.1,1,3,1,2,125.4,0,0,0,1,1,0,23,0,5,0.0,0,0,10.8,1.4,1.74,1
1,1,1,9500,1,1,141.0,1,19,1,90,128.0,0,0,0,1,1,0,18,0,8,0.0,3,3,10.8,1.4,1.74,1
1,17,3,9119,1,1,130.0,1,1,38,3,129.3,0,0,0,1,1,1,18,0,5,13.0,0,0,8.9,1.4,3.51,0
1,1,1,9238,1,1,160.0,1,19,38,9,152.0,0,0,0,1,1,1,19,0,7,13.857142857142858,0,0,13.9,-0.3,0.79,0
1,1,1,9500,1,1,140.0,1,1,19,9,128.8,0,0,0,1,1,0,18,0,7,13.391666666666666,0,0,12.4,0.5,1.79,0
1,1,1,9147,1,1,150.0,1,34,19,0,152.8,1,0,0,1,1,1,18,0,7,12.75,0,0,7.6,2.6,0.32,1
1,44,1,9130,1,39,150.0,1,37,37,6,150.0,1,0,0,1,1,0,22,0,7,14.5,0,0,10.8,1.4,1.74,0
1,1,1,9238,1,1,133.1,1,1,1,3,112.0,0,0,0,1,1,0,19,0,7,12.166666666666666,0,0,12.4,0.5,1.79,0
1,1,1,9130,1,1,152.0,1,19,37,9,135.6,1,0,0,1,1,0,18,0,5,15.4,0,0,12.7,3.7,-1.7,1
1,39,1,9119,1,19,133.1,1,1,1,4,134.4,0,0,1,0,1,0,23,0,9,13.333333333333334,0,4,16.2,0.3,-0.92,1
1,39,1,9991,0,1,130.0,1,3,1,3,120.5,0,0,0,1,1,0,28,0,5,0.0,0,0,12.7,3.7,-1.7,1
1,1,1,9070,1,1,148.0,1,1,1,4,141.4,0,0,0,1,1,0,19,0,0,0.0,0,0,15.5,2.8,-4.06,1
1,17,1,9254,1,1,148.0,1,1,1,4,145.2,0,0,0,1,1,0,20,0,7,13.714285714285714,0,0,16.2,0.3,-0.92,0
4,39,1,9238,1,1,130.0,1,19,3,9,140.0,0,0,0,1,1,0,23,0,7,12.25,0,0,8.9,1.4,3.51,1
1,43,1,9070,1,1,160.0,1,1,2,4,100.0,0,0,0,1,1,0,23,1,9,16.0,1,0,13.9,-0.3,0.79,0
2,39,1,9991,0,1,130.0,1,37,37,9,140.0,1,0,0,1,1,0,23,0,8,11.0,0,0,9.4,-0.8,-3.12,1
1,39,1,9500,1,1,110.0,1,1,37,9,126.0,1,0,0,1,1,0,27,0,7,14.085714285714284,0,0,7.6,2.6,0.32,0
1,18,1,9238,1,1,122.0,1,1,3,9,112.6,1,0,0,1,1,0,21,0,9,10.166666666666666,0,0,12.7,3.7,-1.7,0
2,39,1,9119,1,1,110.0,1,37,37,9,106.8,0,0,0,1,1,0,23,0,8,10.0,0,0,8.9,1.4,3.51,1
1,51,1,9119,1,1,129.0,1,2,37,2,121.6,1,0,0,1,1,0,19,0,10,0.0,0,0,7.6,2.6,0.32,0
2,39,1,9991,0,1,110.0,1,37,37,1,120.0,1,0,0,0,1,0,23,0,10,10.5,0,0,9.4,-0.8,-3.12,1
1,1,1,171,1,1,132.0,1,38,19,9,126.978119,1,0,0,1,1,1,18,0,0,0.0,0,0,12.7,3.7,-1.7,0
2,39,1,9070,1,12,110.0,1,37,38,5,130.0,0,0,1,0,1,1,23,0,6,0.0,0,0,15.5,2.8,-4.06,1
